Date,Currency,Exchange
2015-01-01,CAD,1.2888
2015-01-01,AUD,1.3228
2015-01-01,EUR,0.8207
2015-01-01,GBP,0.7171
2015-01-01,USD,1.0
2015-01-01,CAD,1.2835
2015-01-01,AUD,1.3207
2015-01-01,EUR,0.8218
2015-01-01,GBP,0.7158
2015-01-01,USD,1.0
2015-01-01,CAD,1.2882
2015-01-01,AUD,1.3235
2015-01-01,EUR,0.8285
2015-01-01,GBP,0.7266
2015-01-01,USD,1.0
2015-01-01,CAD,1.2882
2015-01-01,AUD,1.3235
2015-01-01,EUR,0.8285
2015-01-01,GBP,0.7266
2015-01-01,USD,1.0
2015-01-01,CAD,1.2882
2015-01-01,AUD,1.3235
2015-01-01,EUR,0.8285
2015-01-01,GBP,0.7266
2015-01-01,USD,1.0
2015-01-01,CAD,1.2867
2015-01-01,AUD,1.3257
2015-01-01,EUR,0.8279
2015-01-01,GBP,0.7282
2018-01-05,USD,1.0
2018-01-05,CAD,1.2867
2018-01-05,AUD,1.3257
2018-01-05,EUR,0.8279
2018-01-05,GBP,0.7282
2018-02-05,USD,1.0
2018-02-05,CAD,1.2827
2018-02-05,AUD,1.3315
2018-02-05,EUR,0.8328
2018-02-05,GBP,0.7332
2018-03-05,USD,1.0
2018-03-05,CAD,1.2845
2018-03-05,AUD,1.3281
2018-03-05,EUR,0.8339
2018-03-05,GBP,0.7353
2018-04-05,USD,1.0
2018-04-05,CAD,1.2875
2018-04-05,AUD,1.3297
2018-04-05,EUR,0.8355
2018-04-05,GBP,0.7372
2018-05-05,USD,1.0
2018-05-05,CAD,1.2875
2018-05-05,AUD,1.3297
2018-05-05,EUR,0.8355
2018-05-05,GBP,0.7372
2018-06-05,USD,1.0
2018-06-05,CAD,1.2875
2018-06-05,AUD,1.3297
2018-06-05,EUR,0.8355
2018-06-05,GBP,0.7372
2018-07-05,USD,1.0
2018-07-05,CAD,1.2887
2018-07-05,AUD,1.3344
2018-07-05,EUR,0.8402
2018-07-05,GBP,0.7395
2018-08-05,USD,1.0
2018-08-05,CAD,1.2972
2018-08-05,AUD,1.342
2018-08-05,EUR,0.8425
2018-08-05,GBP,0.7408
2018-09-05,USD,1.0
2018-09-05,CAD,1.2879
2018-09-05,AUD,1.3404
2018-09-05,EUR,0.8418
2018-09-05,GBP,0.7361
2018-10-05,USD,1.0
2018-10-05,CAD,1.2773
2018-10-05,AUD,1.3357
2018-10-05,EUR,0.8419
2018-10-05,GBP,0.7393
2018-11-05,USD,1.0
2018-11-05,CAD,1.2734
2018-11-05,AUD,1.324
2018-11-05,EUR,0.8379
2018-11-05,GBP,0.7374
2018-12-05,USD,1.0
2018-12-05,CAD,1.2734
2018-12-05,AUD,1.324
2018-12-05,EUR,0.8379
2018-12-05,GBP,0.7374
2015-01-01,USD,1.0
2015-01-01,CAD,1.2734
2015-01-01,AUD,1.324
2015-01-01,EUR,0.8379
2015-01-01,GBP,0.7374
2015-01-01,USD,1.0
2015-01-01,CAD,1.2764
2015-01-01,AUD,1.3231
2015-01-01,EUR,0.8342
2015-01-01,GBP,0.7361
2015-01-01,USD,1.0
2015-01-01,CAD,1.2836
2015-01-01,AUD,1.3344
2015-01-01,EUR,0.8415
2015-01-01,GBP,0.7397
2015-01-01,USD,1.0
2015-01-01,CAD,1.2866
2015-01-01,AUD,1.3358
2015-01-01,EUR,0.8486
2015-01-01,GBP,0.7418
2015-01-01,USD,1.0
2015-01-01,CAD,1.2772
2015-01-01,AUD,1.3283
2015-01-01,EUR,0.8471
2015-01-01,GBP,0.7399
2015-01-01,USD,1.0
2015-01-01,CAD,1.2795
2015-01-01,AUD,1.3304
2015-01-01,EUR,0.8488
2015-01-01,GBP,0.7412
2015-01-01,USD,1.0
2015-01-01,CAD,1.2795
2015-01-01,AUD,1.3304
2015-01-01,EUR,0.8488
2015-01-01,GBP,0.7412
2015-01-01,USD,1.0
2015-01-01,CAD,1.2795
2015-01-01,AUD,1.3304
2015-01-01,EUR,0.8488
2015-01-01,GBP,0.7412
2015-01-01,USD,1.0
2015-01-01,CAD,1.2874
2015-01-01,AUD,1.3283
2015-01-01,EUR,0.8504
2015-01-01,GBP,0.7453
2015-01-01,USD,1.0
2015-01-01,CAD,1.2774
2015-01-01,AUD,1.3179
2015-01-01,EUR,0.8479
2015-01-01,GBP,0.7435
2015-01-01,USD,1.0
2015-01-01,CAD,1.2905
2015-01-01,AUD,1.3276
2015-01-01,EUR,0.8541
2015-01-01,GBP,0.7512
2015-01-01,USD,1.0
2015-01-01,CAD,1.2885
2015-01-01,AUD,1.3232
2015-01-01,EUR,0.8527
2015-01-01,GBP,0.7459
2015-01-01,USD,1.0
2015-01-01,CAD,1.2956
2015-01-01,AUD,1.3211
2015-01-01,EUR,0.8565
2015-01-01,GBP,0.7498
2015-01-01,USD,1.0
2015-01-01,CAD,1.2956
2015-01-01,AUD,1.3211
2015-01-01,EUR,0.8565
2015-01-01,GBP,0.7498
2015-01-01,USD,1.0
2015-01-01,CAD,1.2956
2015-01-01,AUD,1.3211
2015-01-01,EUR,0.8565
2015-01-01,GBP,0.7498
2015-01-01,USD,1.0
2015-01-01,CAD,1.298
2015-01-01,AUD,1.3234
2015-01-01,EUR,0.8588
2015-01-01,GBP,0.7512
2015-01-01,USD,1.0
2015-01-01,CAD,1.3028
2015-01-01,AUD,1.3295
2015-01-01,EUR,0.8652
2015-01-01,GBP,0.754
2015-01-01,USD,1.0
2015-01-01,CAD,1.2975
2015-01-01,AUD,1.3247
2015-01-01,EUR,0.8597
2015-01-01,GBP,0.7522
2015-01-01,USD,1.0
2015-01-01,CAD,1.2854
2015-01-01,AUD,1.3175
2015-01-01,EUR,0.8548
2015-01-01,GBP,0.7495
2018-01-06,USD,1.0
2018-01-06,CAD,1.2976
2018-01-06,AUD,1.3278
2018-01-06,EUR,0.857
2018-01-06,GBP,0.7514
2018-02-06,USD,1.0
2018-02-06,CAD,1.2976
2018-02-06,AUD,1.3278
2018-02-06,EUR,0.857
2018-02-06,GBP,0.7514
2018-03-06,USD,1.0
2018-03-06,CAD,1.2976
2018-03-06,AUD,1.3278
2018-03-06,EUR,0.857
2018-03-06,GBP,0.7514
2018-04-06,USD,1.0
2018-04-06,CAD,1.2906
2018-04-06,AUD,1.3045
2018-04-06,EUR,0.852
2018-04-06,GBP,0.747
2018-05-06,USD,1.0
2018-05-06,CAD,1.2983
2018-05-06,AUD,1.3135
2018-05-06,EUR,0.8565
2018-05-06,GBP,0.7485
2018-06-06,USD,1.0
2018-06-06,CAD,1.2877
2018-06-06,AUD,1.306
2018-06-06,EUR,0.85
2018-06-06,GBP,0.7453
2018-07-06,USD,1.0
2018-07-06,CAD,1.2938
2018-07-06,AUD,1.3059
2018-07-06,EUR,0.8449
2018-07-06,GBP,0.7445
2018-08-06,USD,1.0
2018-08-06,CAD,1.2995
2018-08-06,AUD,1.3184
2018-08-06,EUR,0.8508
2018-08-06,GBP,0.7464
2018-09-06,USD,1.0
2018-09-06,CAD,1.2995
2018-09-06,AUD,1.3184
2018-09-06,EUR,0.8508
2018-09-06,GBP,0.7464
2018-10-06,USD,1.0
2018-10-06,CAD,1.2995
2018-10-06,AUD,1.3184
2018-10-06,EUR,0.8508
2018-10-06,GBP,0.7464
2018-11-06,USD,1.0
2018-11-06,CAD,1.3018
2018-11-06,AUD,1.3148
2018-11-06,EUR,0.8482
2018-11-06,GBP,0.7479
2018-12-06,USD,1.0
2018-12-06,CAD,1.3009
2018-12-06,AUD,1.3154
2018-12-06,EUR,0.8483
2018-12-06,GBP,0.748
2015-01-01,USD,1.0
2015-01-01,CAD,1.3017
2015-01-01,AUD,1.3181
2015-01-01,EUR,0.8501
2015-01-01,GBP,0.7498
2015-01-01,USD,1.0
2015-01-01,CAD,1.2977
2015-01-01,AUD,1.3226
2015-01-01,EUR,0.8525
2015-01-01,GBP,0.7475
2015-01-01,USD,1.0
2015-01-01,CAD,1.3128
2015-01-01,AUD,1.3382
2015-01-01,EUR,0.8624
2015-01-01,GBP,0.753
2015-01-01,USD,1.0
2015-01-01,CAD,1.3128
2015-01-01,AUD,1.3382
2015-01-01,EUR,0.8624
2015-01-01,GBP,0.753
2015-01-01,USD,1.0
2015-01-01,CAD,1.3128
2015-01-01,AUD,1.3382
2015-01-01,EUR,0.8624
2015-01-01,GBP,0.753
2015-01-01,USD,1.0
2015-01-01,CAD,1.3181
2015-01-01,AUD,1.3442
2015-01-01,EUR,0.8611
2015-01-01,GBP,0.7548
2015-01-01,USD,1.0
2015-01-01,CAD,1.3282
2015-01-01,AUD,1.3608
2015-01-01,EUR,0.867
2015-01-01,GBP,0.7603
2015-01-01,USD,1.0
2015-01-01,CAD,1.3299
2015-01-01,AUD,1.355
2015-01-01,EUR,0.8637
2015-01-01,GBP,0.759
2015-01-01,USD,1.0
2015-01-01,CAD,1.3331
2015-01-01,AUD,1.3576
2015-01-01,EUR,0.8667
2015-01-01,GBP,0.7572
2015-01-01,USD,1.0
2015-01-01,CAD,1.3272
2015-01-01,AUD,1.3462
2015-01-01,EUR,0.8585
2015-01-01,GBP,0.7526
2015-01-01,USD,1.0
2015-01-01,CAD,1.3272
2015-01-01,AUD,1.3462
2015-01-01,EUR,0.8585
2015-01-01,GBP,0.7526
2015-01-01,USD,1.0
2015-01-01,CAD,1.3272
2015-01-01,AUD,1.3462
2015-01-01,EUR,0.8585
2015-01-01,GBP,0.7526
2015-01-01,USD,1.0
2015-01-01,CAD,1.3284
2015-01-01,AUD,1.3455
2015-01-01,EUR,0.8547
2015-01-01,GBP,0.7525
2015-01-01,USD,1.0
2015-01-01,CAD,1.3322
2015-01-01,AUD,1.3518
2015-01-01,EUR,0.8568
2015-01-01,GBP,0.7553
2015-01-01,USD,1.0
2015-01-01,CAD,1.3295
2015-01-01,AUD,1.3537
2015-01-01,EUR,0.8609
2015-01-01,GBP,0.7591
2015-01-01,USD,1.0
2015-01-01,CAD,1.3294
2015-01-01,AUD,1.3622
2015-01-01,EUR,0.8633
2015-01-01,GBP,0.7642
2015-01-01,USD,1.0
2015-01-01,CAD,1.3246
2015-01-01,AUD,1.3542
2015-01-01,EUR,0.8578
2015-01-01,GBP,0.76
2015-01-01,USD,1.0
2015-01-01,CAD,1.3246
2015-01-01,AUD,1.3542
2015-01-01,EUR,0.8578
2015-01-01,GBP,0.76
2018-01-07,USD,1.0
2018-01-07,CAD,1.3246
2018-01-07,AUD,1.3542
2018-01-07,EUR,0.8578
2018-01-07,GBP,0.76
2018-02-07,USD,1.0
2018-02-07,CAD,1.3182
2018-02-07,AUD,1.3597
2018-02-07,EUR,0.8592
2018-02-07,GBP,0.7617
2018-03-07,USD,1.0
2018-03-07,CAD,1.3154
2018-03-07,AUD,1.3511
2018-03-07,EUR,0.8573
2018-03-07,GBP,0.7574
2018-04-07,USD,1.0
2018-04-07,CAD,1.3147
2018-04-07,AUD,1.354
2018-04-07,EUR,0.859
2018-04-07,GBP,0.7568
2018-05-07,USD,1.0
2018-05-07,CAD,1.313
2018-05-07,AUD,1.3512
2018-05-07,EUR,0.854
2018-05-07,GBP,0.7542
2018-06-07,USD,1.0
2018-06-07,CAD,1.3133
2018-06-07,AUD,1.3484
2018-06-07,EUR,0.853
2018-06-07,GBP,0.7557
2018-07-07,USD,1.0
2018-07-07,CAD,1.3133
2018-07-07,AUD,1.3484
2018-07-07,EUR,0.853
2018-07-07,GBP,0.7557
2018-08-07,USD,1.0
2018-08-07,CAD,1.3133
2018-08-07,AUD,1.3484
2018-08-07,EUR,0.853
2018-08-07,GBP,0.7557
2018-09-07,USD,1.0
2018-09-07,CAD,1.3076
2018-09-07,AUD,1.3364
2018-09-07,EUR,0.8482
2018-09-07,GBP,0.7494
2018-10-07,USD,1.0
2018-10-07,CAD,1.3132
2018-10-07,AUD,1.3437
2018-10-07,EUR,0.8538
2018-10-07,GBP,0.7542
2018-11-07,USD,1.0
2018-11-07,CAD,1.3141
2018-11-07,AUD,1.3523
2018-11-07,EUR,0.8522
2018-11-07,GBP,0.754
2018-12-07,USD,1.0
2018-12-07,CAD,1.3183
2018-12-07,AUD,1.3534
2018-12-07,EUR,0.8578
2018-12-07,GBP,0.7571
2015-01-01,USD,1.0
2015-01-01,CAD,1.3191
2015-01-01,AUD,1.3539
2015-01-01,EUR,0.8589
2015-01-01,GBP,0.76
2015-01-01,USD,1.0
2015-01-01,CAD,1.3191
2015-01-01,AUD,1.3539
2015-01-01,EUR,0.8589
2015-01-01,GBP,0.76
2015-01-01,USD,1.0
2015-01-01,CAD,1.3191
2015-01-01,AUD,1.3539
2015-01-01,EUR,0.8589
2015-01-01,GBP,0.76
2015-01-01,USD,1.0
2015-01-01,CAD,1.3139
2015-01-01,AUD,1.3458
2015-01-01,EUR,0.8532
2015-01-01,GBP,0.7532
2015-01-01,USD,1.0
2015-01-01,CAD,1.3157
2015-01-01,AUD,1.3505
2015-01-01,EUR,0.8542
2015-01-01,GBP,0.7579
2015-01-01,USD,1.0
2015-01-01,CAD,1.3254
2015-01-01,AUD,1.3603
2015-01-01,EUR,0.8613
2015-01-01,GBP,0.7675
2015-01-01,USD,1.0
2015-01-01,CAD,1.3247
2015-01-01,AUD,1.3638
2015-01-01,EUR,0.863
2015-01-01,GBP,0.7706
2015-01-01,USD,1.0
2015-01-01,CAD,1.3233
2015-01-01,AUD,1.3554
2015-01-01,EUR,0.8569
2015-01-01,GBP,0.7665
2015-01-01,USD,1.0
2015-01-01,CAD,1.3233
2015-01-01,AUD,1.3554
2015-01-01,EUR,0.8569
2015-01-01,GBP,0.7665
2015-01-01,USD,1.0
2015-01-01,CAD,1.3233
2015-01-01,AUD,1.3554
2015-01-01,EUR,0.8569
2015-01-01,GBP,0.7665
2015-01-01,USD,1.0
2015-01-01,CAD,1.3133
2015-01-01,AUD,1.3504
2015-01-01,EUR,0.8535
2015-01-01,GBP,0.7611
2015-01-01,USD,1.0
2015-01-01,CAD,1.315
2015-01-01,AUD,1.3495
2015-01-01,EUR,0.8543
2015-01-01,GBP,0.7618
2015-01-01,USD,1.0
2015-01-01,CAD,1.3123
2015-01-01,AUD,1.3487
2015-01-01,EUR,0.8554
2015-01-01,GBP,0.7601
2015-01-01,USD,1.0
2015-01-01,CAD,1.3048
2015-01-01,AUD,1.3479
2015-01-01,EUR,0.8535
2015-01-01,GBP,0.7584
2015-01-01,USD,1.0
2015-01-01,CAD,1.3069
2015-01-01,AUD,1.3561
2015-01-01,EUR,0.8602
2015-01-01,GBP,0.7641
2015-01-01,USD,1.0
2015-01-01,CAD,1.3069
2015-01-01,AUD,1.3561
2015-01-01,EUR,0.8602
2015-01-01,GBP,0.7641
2015-01-01,USD,1.0
2015-01-01,CAD,1.3069
2015-01-01,AUD,1.3561
2015-01-01,EUR,0.8602
2015-01-01,GBP,0.7641
2015-01-01,USD,1.0
2015-01-01,CAD,1.3048
2015-01-01,AUD,1.3518
2015-01-01,EUR,0.8559
2015-01-01,GBP,0.7623
2015-01-01,USD,1.0
2015-01-01,CAD,1.3035
2015-01-01,AUD,1.3466
2015-01-01,EUR,0.8521
2015-01-01,GBP,0.7602
2018-01-08,USD,1.0
2018-01-08,CAD,1.3022
2018-01-08,AUD,1.3481
2018-01-08,EUR,0.855
2018-01-08,GBP,0.7613
2018-02-08,USD,1.0
2018-02-08,CAD,1.3036
2018-02-08,AUD,1.3584
2018-02-08,EUR,0.8608
2018-02-08,GBP,0.7674
2018-03-08,USD,1.0
2018-03-08,CAD,1.3018
2018-03-08,AUD,1.3539
2018-03-08,EUR,0.863
2018-03-08,GBP,0.7685
2018-04-08,USD,1.0
2018-04-08,CAD,1.3018
2018-04-08,AUD,1.3539
2018-04-08,EUR,0.863
2018-04-08,GBP,0.7685
2018-05-08,USD,1.0
2018-05-08,CAD,1.3018
2018-05-08,AUD,1.3539
2018-05-08,EUR,0.863
2018-05-08,GBP,0.7685
2018-06-08,USD,1.0
2018-06-08,CAD,1.3023
2018-06-08,AUD,1.354
2018-06-08,EUR,0.8663
2018-06-08,GBP,0.7735
2018-07-08,USD,1.0
2018-07-08,CAD,1.2969
2018-07-08,AUD,1.3445
2018-07-08,EUR,0.8619
2018-07-08,GBP,0.7713
2018-08-08,USD,1.0
2018-08-08,CAD,1.308
2018-08-08,AUD,1.3502
2018-08-08,EUR,0.8629
2018-08-08,GBP,0.7773
2018-09-08,USD,1.0
2018-09-08,CAD,1.3035
2018-09-08,AUD,1.3479
2018-09-08,EUR,0.8626
2018-09-08,GBP,0.7758
2018-10-08,USD,1.0
2018-10-08,CAD,1.3095
2018-10-08,AUD,1.3683
2018-10-08,EUR,0.8729
2018-10-08,GBP,0.7828
2018-11-08,USD,1.0
2018-11-08,CAD,1.3095
2018-11-08,AUD,1.3683
2018-11-08,EUR,0.8729
2018-11-08,GBP,0.7828
2018-12-08,USD,1.0
2018-12-08,CAD,1.3095
2018-12-08,AUD,1.3683
2018-12-08,EUR,0.8729
2018-12-08,GBP,0.7828
2015-01-01,USD,1.0
2015-01-01,CAD,1.3151
2015-01-01,AUD,1.3742
2015-01-01,EUR,0.877
2015-01-01,GBP,0.7834
2015-01-01,USD,1.0
2015-01-01,CAD,1.3071
2015-01-01,AUD,1.3761
2015-01-01,EUR,0.8767
2015-01-01,GBP,0.7829
2015-01-01,USD,1.0
2015-01-01,CAD,1.3102
2015-01-01,AUD,1.3841
2015-01-01,EUR,0.8833
2015-01-01,GBP,0.7873
2015-01-01,USD,1.0
2015-01-01,CAD,1.3142
2015-01-01,AUD,1.3762
2015-01-01,EUR,0.8795
2015-01-01,GBP,0.7871
2015-01-01,USD,1.0
2015-01-01,CAD,1.3147
2015-01-01,AUD,1.3756
2015-01-01,EUR,0.8779
2015-01-01,GBP,0.7864
2015-01-01,USD,1.0
2015-01-01,CAD,1.3147
2015-01-01,AUD,1.3756
2015-01-01,EUR,0.8779
2015-01-01,GBP,0.7864
2015-01-01,USD,1.0
2015-01-01,CAD,1.3147
2015-01-01,AUD,1.3756
2015-01-01,EUR,0.8779
2015-01-01,GBP,0.7864
2015-01-01,USD,1.0
2015-01-01,CAD,1.3071
2015-01-01,AUD,1.3687
2015-01-01,EUR,0.8757
2015-01-01,GBP,0.7835
2015-01-01,USD,1.0
2015-01-01,CAD,1.3022
2015-01-01,AUD,1.3612
2015-01-01,EUR,0.8694
2015-01-01,GBP,0.7802
2015-01-01,USD,1.0
2015-01-01,CAD,1.3022
2015-01-01,AUD,1.3589
2015-01-01,EUR,0.8609
2015-01-01,GBP,0.7742
2015-01-01,USD,1.0
2015-01-01,CAD,1.3031
2015-01-01,AUD,1.3721
2015-01-01,EUR,0.8636
2015-01-01,GBP,0.7762
2015-01-01,USD,1.0
2015-01-01,CAD,1.3068
2015-01-01,AUD,1.3693
2015-01-01,EUR,0.863
2015-01-01,GBP,0.7784
2015-01-01,USD,1.0
2015-01-01,CAD,1.3068
2015-01-01,AUD,1.3693
2015-01-01,EUR,0.863
2015-01-01,GBP,0.7784
2015-01-01,USD,1.0
2015-01-01,CAD,1.3068
2015-01-01,AUD,1.3693
2015-01-01,EUR,0.863
2015-01-01,GBP,0.7784
2015-01-01,USD,1.0
2015-01-01,CAD,1.3051
2015-01-01,AUD,1.3656
2015-01-01,EUR,0.8596
2015-01-01,GBP,0.7768
2015-01-01,USD,1.0
2015-01-01,CAD,1.2919
2015-01-01,AUD,1.3599
2015-01-01,EUR,0.854
2015-01-01,GBP,0.7744
2015-01-01,USD,1.0
2015-01-01,CAD,1.2944
2015-01-01,AUD,1.3713
2015-01-01,EUR,0.8576
2015-01-01,GBP,0.7762
2015-01-01,USD,1.0
2015-01-01,CAD,1.2929
2015-01-01,AUD,1.3697
2015-01-01,EUR,0.8553
2015-01-01,GBP,0.7677
2015-01-01,USD,1.0
2015-01-01,CAD,1.3039
2015-01-01,AUD,1.3843
2015-01-01,EUR,0.8583
2015-01-01,GBP,0.7702
2018-01-09,USD,1.0
2018-01-09,CAD,1.3039
2018-01-09,AUD,1.3843
2018-01-09,EUR,0.8583
2018-01-09,GBP,0.7702
2018-02-09,USD,1.0
2018-02-09,CAD,1.3039
2018-02-09,AUD,1.3843
2018-02-09,EUR,0.8583
2018-02-09,GBP,0.7702
2018-03-09,USD,1.0
2018-03-09,CAD,1.3072
2018-03-09,AUD,1.3876
2018-03-09,EUR,0.8614
2018-03-09,GBP,0.7766
2018-04-09,USD,1.0
2018-04-09,CAD,1.3176
2018-04-09,AUD,1.3917
2018-04-09,EUR,0.8649
2018-04-09,GBP,0.7789
2018-05-09,USD,1.0
2018-05-09,CAD,1.3178
2018-05-09,AUD,1.3939
2018-05-09,EUR,0.8634
2018-05-09,GBP,0.7799
2018-06-09,USD,1.0
2018-06-09,CAD,1.3184
2018-06-09,AUD,1.3894
2018-06-09,EUR,0.8595
2018-06-09,GBP,0.7721
2018-07-09,USD,1.0
2018-07-09,CAD,1.3119
2018-07-09,AUD,1.3964
2018-07-09,EUR,0.861
2018-07-09,GBP,0.7686
2018-08-09,USD,1.0
2018-08-09,CAD,1.3119
2018-08-09,AUD,1.3964
2018-08-09,EUR,0.861
2018-08-09,GBP,0.7686
2018-09-09,USD,1.0
2018-09-09,CAD,1.3119
2018-09-09,AUD,1.3964
2018-09-09,EUR,0.861
2018-09-09,GBP,0.7686
2018-10-09,USD,1.0
2018-10-09,CAD,1.3195
2018-10-09,AUD,1.405
2018-10-09,EUR,0.8642
2018-10-09,GBP,0.7721
2018-11-09,USD,1.0
2018-11-09,CAD,1.316
2018-11-09,AUD,1.4092
2018-11-09,EUR,0.864
2018-11-09,GBP,0.7696
2018-12-09,USD,1.0
2018-12-09,CAD,1.3066
2018-12-09,AUD,1.4042
2018-12-09,EUR,0.8632
2018-12-09,GBP,0.7685
2015-01-01,USD,1.0
2015-01-01,CAD,1.3005
2015-01-01,AUD,1.3913
2015-01-01,EUR,0.8606
2015-01-01,GBP,0.7659
2015-01-01,USD,1.0
2015-01-01,CAD,1.3009
2015-01-01,AUD,1.3911
2015-01-01,EUR,0.8555
2015-01-01,GBP,0.7634
2015-01-01,USD,1.0
2015-01-01,CAD,1.3009
2015-01-01,AUD,1.3911
2015-01-01,EUR,0.8555
2015-01-01,GBP,0.7634
2015-01-01,USD,1.0
2015-01-01,CAD,1.3009
2015-01-01,AUD,1.3911
2015-01-01,EUR,0.8555
2015-01-01,GBP,0.7634
2015-01-01,USD,1.0
2015-01-01,CAD,1.3018
2015-01-01,AUD,1.393
2015-01-01,EUR,0.8568
2015-01-01,GBP,0.7615
2015-01-01,USD,1.0
2015-01-01,CAD,1.3026
2015-01-01,AUD,1.3887
2015-01-01,EUR,0.8549
2015-01-01,GBP,0.7606
2015-01-01,USD,1.0
2015-01-01,CAD,1.2973
2015-01-01,AUD,1.3807
2015-01-01,EUR,0.8571
2015-01-01,GBP,0.7612
2015-01-01,USD,1.0
2015-01-01,CAD,1.2893
2015-01-01,AUD,1.3729
2015-01-01,EUR,0.8497
2015-01-01,GBP,0.7527
2015-01-01,USD,1.0
2015-01-01,CAD,1.2924
2015-01-01,AUD,1.3738
2015-01-01,EUR,0.8504
2015-01-01,GBP,0.7603
2015-01-01,USD,1.0
2015-01-01,CAD,1.2924
2015-01-01,AUD,1.3738
2015-01-01,EUR,0.8504
2015-01-01,GBP,0.7603
2015-01-01,USD,1.0
2015-01-01,CAD,1.2924
2015-01-01,AUD,1.3738
2015-01-01,EUR,0.8504
2015-01-01,GBP,0.7603
2015-01-01,USD,1.0
2015-01-01,CAD,1.2937
2015-01-01,AUD,1.3749
2015-01-01,EUR,0.8494
2015-01-01,GBP,0.7599
2015-01-01,USD,1.0
2015-01-01,CAD,1.2959
2015-01-01,AUD,1.3784
2015-01-01,EUR,0.8491
2015-01-01,GBP,0.7593
2015-01-01,USD,1.0
2015-01-01,CAD,1.2962
2015-01-01,AUD,1.3804
2015-01-01,EUR,0.852
2015-01-01,GBP,0.759
2015-01-01,USD,1.0
2015-01-01,CAD,1.307
2015-01-01,AUD,1.3838
2015-01-01,EUR,0.8542
2015-01-01,GBP,0.76
2015-01-01,USD,1.0
2015-01-01,CAD,1.3013
2015-01-01,AUD,1.3863
2015-01-01,EUR,0.8639
2015-01-01,GBP,0.7665
2015-01-01,USD,1.0
2015-01-01,CAD,1.3013
2015-01-01,AUD,1.3863
2015-01-01,EUR,0.8639
2015-01-01,GBP,0.7665
2015-01-01,USD,1.0
2015-01-01,CAD,1.3013
2015-01-01,AUD,1.3863
2015-01-01,EUR,0.8639
2015-01-01,GBP,0.7665
2018-01-10,USD,1.0
2018-01-10,CAD,1.281
2018-01-10,AUD,1.3846
2018-01-10,EUR,0.8616
2018-01-10,GBP,0.7675
2018-02-10,USD,1.0
2018-02-10,CAD,1.2817
2018-02-10,AUD,1.3931
2018-02-10,EUR,0.8663
2018-02-10,GBP,0.7714
2018-03-10,USD,1.0
2018-03-10,CAD,1.2833
2018-03-10,AUD,1.3982
2018-03-10,EUR,0.866
2018-03-10,GBP,0.7698
2018-04-10,USD,1.0
2018-04-10,CAD,1.2867
2018-04-10,AUD,1.4114
2018-04-10,EUR,0.8694
2018-04-10,GBP,0.7701
2018-05-10,USD,1.0
2018-05-10,CAD,1.2917
2018-05-10,AUD,1.414
2018-05-10,EUR,0.8691
2018-05-10,GBP,0.7663
2018-06-10,USD,1.0
2018-06-10,CAD,1.2917
2018-06-10,AUD,1.414
2018-06-10,EUR,0.8691
2018-06-10,GBP,0.7663
2018-07-10,USD,1.0
2018-07-10,CAD,1.2917
2018-07-10,AUD,1.414
2018-07-10,EUR,0.8691
2018-07-10,GBP,0.7663
2018-08-10,USD,1.0
2018-08-10,CAD,1.2994
2018-08-10,AUD,1.4151
2018-08-10,EUR,0.8712
2018-08-10,GBP,0.7668
2018-09-10,USD,1.0
2018-09-10,CAD,1.2996
2018-09-10,AUD,1.417
2018-09-10,EUR,0.8745
2018-09-10,GBP,0.7668
2018-10-10,USD,1.0
2018-10-10,CAD,1.2963
2018-10-10,AUD,1.4092
2018-10-10,EUR,0.8696
2018-10-10,GBP,0.7604
2018-11-10,USD,1.0
2018-11-10,CAD,1.3047
2018-11-10,AUD,1.4094
2018-11-10,EUR,0.8639
2018-11-10,GBP,0.7559
2018-12-10,USD,1.0
2018-12-10,CAD,1.3007
2018-12-10,AUD,1.4028
2018-12-10,EUR,0.864
2018-12-10,GBP,0.7572
2015-01-01,USD,1.0
2015-01-01,CAD,1.3007
2015-01-01,AUD,1.4028
2015-01-01,EUR,0.864
2015-01-01,GBP,0.7572
2015-01-01,USD,1.0
2015-01-01,CAD,1.3007
2015-01-01,AUD,1.4028
2015-01-01,EUR,0.864
2015-01-01,GBP,0.7572
2015-01-01,USD,1.0
2015-01-01,CAD,1.3026
2015-01-01,AUD,1.4015
2015-01-01,EUR,0.8635
2015-01-01,GBP,0.7603
2015-01-01,USD,1.0
2015-01-01,CAD,1.2954
2015-01-01,AUD,1.4018
2015-01-01,EUR,0.863
2015-01-01,GBP,0.756
2015-01-01,USD,1.0
2015-01-01,CAD,1.2972
2015-01-01,AUD,1.4042
2015-01-01,EUR,0.8673
2015-01-01,GBP,0.7627
2015-01-01,USD,1.0
2015-01-01,CAD,1.3046
2015-01-01,AUD,1.401
2015-01-01,EUR,0.8692
2015-01-01,GBP,0.7635
2015-01-01,USD,1.0
2015-01-01,CAD,1.3031
2015-01-01,AUD,1.4006
2015-01-01,EUR,0.8718
2015-01-01,GBP,0.7674
2015-01-01,USD,1.0
2015-01-01,CAD,1.3031
2015-01-01,AUD,1.4006
2015-01-01,EUR,0.8718
2015-01-01,GBP,0.7674
2015-01-01,USD,1.0
2015-01-01,CAD,1.3031
2015-01-01,AUD,1.4006
2015-01-01,EUR,0.8718
2015-01-01,GBP,0.7674
2015-01-01,USD,1.0
2015-01-01,CAD,1.3089
