Date,Currency,Exchange
2016-11-07,GBP,0.7702
2016-12-07,USD,1.0
2016-12-07,CAD,1.3029
2016-12-07,AUD,1.3101
2016-12-07,EUR,0.9016
2016-12-07,GBP,0.7598
2015-01-01,USD,1.0
2015-01-01,CAD,1.3053
2015-01-01,AUD,1.3111
2015-01-01,EUR,0.9032
2015-01-01,GBP,0.7532
2015-01-01,USD,1.0
2015-01-01,CAD,1.2926
2015-01-01,AUD,1.3075
2015-01-01,EUR,0.8963
2015-01-01,GBP,0.7467
2015-01-01,USD,1.0
2015-01-01,CAD,1.2866
2015-01-01,AUD,1.3064
2015-01-01,EUR,0.8986
2015-01-01,GBP,0.7483
2015-01-01,USD,1.0
2015-01-01,CAD,1.2866
2015-01-01,AUD,1.3064
2015-01-01,EUR,0.8986
2015-01-01,GBP,0.7483
2015-01-01,USD,1.0
2015-01-01,CAD,1.2866
2015-01-01,AUD,1.3064
2015-01-01,EUR,0.8986
2015-01-01,GBP,0.7483
2015-01-01,USD,1.0
2015-01-01,CAD,1.2951
2015-01-01,AUD,1.317
2015-01-01,EUR,0.9047
2015-01-01,GBP,0.7543
2015-01-01,USD,1.0
2015-01-01,CAD,1.3017
2015-01-01,AUD,1.3346
2015-01-01,EUR,0.9062
2015-01-01,GBP,0.7608
2015-01-01,USD,1.0
2015-01-01,CAD,1.3059
2015-01-01,AUD,1.3359
2015-01-01,EUR,0.908
2015-01-01,GBP,0.7591
2015-01-01,USD,1.0
2015-01-01,CAD,1.3051
2015-01-01,AUD,1.3355
2015-01-01,EUR,0.9079
2015-01-01,GBP,0.7589
2015-01-01,USD,1.0
2015-01-01,CAD,1.3107
2015-01-01,AUD,1.3362
2015-01-01,EUR,0.9079
2015-01-01,GBP,0.7636
2015-01-01,USD,1.0
2015-01-01,CAD,1.3107
2015-01-01,AUD,1.3362
2015-01-01,EUR,0.9079
2015-01-01,GBP,0.7636
2015-01-01,USD,1.0
2015-01-01,CAD,1.3107
2015-01-01,AUD,1.3362
2015-01-01,EUR,0.9079
2015-01-01,GBP,0.7636
2015-01-01,USD,1.0
2015-01-01,CAD,1.3172
2015-01-01,AUD,1.3355
2015-01-01,EUR,0.9106
2015-01-01,GBP,0.7619
2015-01-01,USD,1.0
2015-01-01,CAD,1.3234
2015-01-01,AUD,1.3275
2015-01-01,EUR,0.9093
2015-01-01,GBP,0.7612
2015-01-01,USD,1.0
2015-01-01,CAD,1.319
2015-01-01,AUD,1.3388
2015-01-01,EUR,0.9098
2015-01-01,GBP,0.7631
2015-01-01,USD,1.0
2015-01-01,CAD,1.3161
2015-01-01,AUD,1.3287
2015-01-01,EUR,0.9017
2015-01-01,GBP,0.7594
2015-01-01,USD,1.0
2015-01-01,CAD,1.3176
2015-01-01,AUD,1.3302
2015-01-01,EUR,0.8998
2015-01-01,GBP,0.7595
2015-01-01,USD,1.0
2015-01-01,CAD,1.3176
2015-01-01,AUD,1.3302
2015-01-01,EUR,0.8998
2015-01-01,GBP,0.7595
2015-01-01,USD,1.0
2015-01-01,CAD,1.3176
2015-01-01,AUD,1.3302
2015-01-01,EUR,0.8998
2015-01-01,GBP,0.7595
2016-01-08,USD,1.0
2016-01-08,CAD,1.3066
2016-01-08,AUD,1.3213
2016-01-08,EUR,0.8957
2016-01-08,GBP,0.7573
2016-02-08,USD,1.0
2016-02-08,CAD,1.3051
2016-02-08,AUD,1.3148
2016-02-08,EUR,0.8934
2016-02-08,GBP,0.7532
2016-03-08,USD,1.0
2016-03-08,CAD,1.31
2016-03-08,AUD,1.317
2016-03-08,EUR,0.8929
2016-03-08,GBP,0.7492
2016-04-08,USD,1.0
2016-04-08,CAD,1.3053
2016-04-08,AUD,1.3114
2016-04-08,EUR,0.898
2016-04-08,GBP,0.7597
2016-05-08,USD,1.0
2016-05-08,CAD,1.3023
2016-05-08,AUD,1.3058
2016-05-08,EUR,0.8964
2016-05-08,GBP,0.7602
2016-06-08,USD,1.0
2016-06-08,CAD,1.3023
2016-06-08,AUD,1.3058
2016-06-08,EUR,0.8964
2016-06-08,GBP,0.7602
2016-07-08,USD,1.0
2016-07-08,CAD,1.3023
2016-07-08,AUD,1.3058
2016-07-08,EUR,0.8964
2016-07-08,GBP,0.7602
2016-08-08,USD,1.0
2016-08-08,CAD,1.3144
2016-08-08,AUD,1.3096
2016-08-08,EUR,0.902
2016-08-08,GBP,0.7663
2016-09-08,USD,1.0
2016-09-08,CAD,1.3149
2016-09-08,AUD,1.3056
2016-09-08,EUR,0.9027
2016-09-08,GBP,0.7709
2016-10-08,USD,1.0
2016-10-08,CAD,1.3016
2016-10-08,AUD,1.292
2016-10-08,EUR,0.8941
2016-10-08,GBP,0.7649
2016-11-08,USD,1.0
2016-11-08,CAD,1.3054
2016-11-08,AUD,1.2965
2016-11-08,EUR,0.8966
2016-11-08,GBP,0.7714
2016-12-08,USD,1.0
2016-12-08,CAD,1.2975
2016-12-08,AUD,1.3027
2016-12-08,EUR,0.8962
2016-12-08,GBP,0.7712
2015-01-01,USD,1.0
2015-01-01,CAD,1.2975
2015-01-01,AUD,1.3027
2015-01-01,EUR,0.8962
2015-01-01,GBP,0.7712
2015-01-01,USD,1.0
2015-01-01,CAD,1.2975
2015-01-01,AUD,1.3027
2015-01-01,EUR,0.8962
2015-01-01,GBP,0.7712
2015-01-01,USD,1.0
2015-01-01,CAD,1.2921
2015-01-01,AUD,1.3038
2015-01-01,EUR,0.8945
2015-01-01,GBP,0.7753
2015-01-01,USD,1.0
2015-01-01,CAD,1.2817
2015-01-01,AUD,1.2928
2015-01-01,EUR,0.8853
2015-01-01,GBP,0.7708
2015-01-01,USD,1.0
2015-01-01,CAD,1.2885
2015-01-01,AUD,1.3107
2015-01-01,EUR,0.8868
2015-01-01,GBP,0.7684
2015-01-01,USD,1.0
2015-01-01,CAD,1.2829
2015-01-01,AUD,1.3043
2015-01-01,EUR,0.8833
2015-01-01,GBP,0.7603
2015-01-01,USD,1.0
2015-01-01,CAD,1.2844
2015-01-01,AUD,1.3135
2015-01-01,EUR,0.8829
2015-01-01,GBP,0.7641
2015-01-01,USD,1.0
2015-01-01,CAD,1.2844
2015-01-01,AUD,1.3135
2015-01-01,EUR,0.8829
2015-01-01,GBP,0.7641
2015-01-01,USD,1.0
2015-01-01,CAD,1.2844
2015-01-01,AUD,1.3135
2015-01-01,EUR,0.8829
2015-01-01,GBP,0.7641
2015-01-01,USD,1.0
2015-01-01,CAD,1.2915
2015-01-01,AUD,1.314
2015-01-01,EUR,0.8845
2015-01-01,GBP,0.7628
2015-01-01,USD,1.0
2015-01-01,CAD,1.2898
2015-01-01,AUD,1.3073
2015-01-01,EUR,0.8819
2015-01-01,GBP,0.7584
2015-01-01,USD,1.0
2015-01-01,CAD,1.294
2015-01-01,AUD,1.3119
2015-01-01,EUR,0.8875
2015-01-01,GBP,0.7555
2015-01-01,USD,1.0
2015-01-01,CAD,1.2929
2015-01-01,AUD,1.3144
2015-01-01,EUR,0.8857
2015-01-01,GBP,0.7579
2015-01-01,USD,1.0
2015-01-01,CAD,1.2884
2015-01-01,AUD,1.3083
2015-01-01,EUR,0.8857
2015-01-01,GBP,0.7569
2015-01-01,USD,1.0
2015-01-01,CAD,1.2884
2015-01-01,AUD,1.3083
2015-01-01,EUR,0.8857
2015-01-01,GBP,0.7569
2015-01-01,USD,1.0
2015-01-01,CAD,1.2884
2015-01-01,AUD,1.3083
2015-01-01,EUR,0.8857
2015-01-01,GBP,0.7569
2015-01-01,USD,1.0
2015-01-01,CAD,1.3013
2015-01-01,AUD,1.3241
2015-01-01,EUR,0.8953
2015-01-01,GBP,0.7652
2015-01-01,USD,1.0
2015-01-01,CAD,1.3039
2015-01-01,AUD,1.3241
2015-01-01,EUR,0.8954
2015-01-01,GBP,0.7626
2015-01-01,USD,1.0
2015-01-01,CAD,1.31
2015-01-01,AUD,1.33
2015-01-01,EUR,0.8983
2015-01-01,GBP,0.7618
2016-01-09,USD,1.0
2016-01-09,CAD,1.3129
2016-01-09,AUD,1.3279
2016-01-09,EUR,0.8972
2016-01-09,GBP,0.7541
2016-02-09,USD,1.0
2016-02-09,CAD,1.3082
2016-02-09,AUD,1.3231
2016-02-09,EUR,0.8934
2016-02-09,GBP,0.7528
2016-03-09,USD,1.0
2016-03-09,CAD,1.3082
2016-03-09,AUD,1.3231
2016-03-09,EUR,0.8934
2016-03-09,GBP,0.7528
2016-04-09,USD,1.0
2016-04-09,CAD,1.3082
2016-04-09,AUD,1.3231
2016-04-09,EUR,0.8934
2016-04-09,GBP,0.7528
2016-05-09,USD,1.0
2016-05-09,CAD,1.294
2016-05-09,AUD,1.3173
2016-05-09,EUR,0.8964
2016-05-09,GBP,0.7498
2016-06-09,USD,1.0
2016-06-09,CAD,1.2909
2016-06-09,AUD,1.3106
2016-06-09,EUR,0.8961
2016-06-09,GBP,0.7486
2016-07-09,USD,1.0
2016-07-09,CAD,1.2854
2016-07-09,AUD,1.3026
2016-07-09,EUR,0.8899
2016-07-09,GBP,0.7472
2016-08-09,USD,1.0
2016-08-09,CAD,1.2877
2016-08-09,AUD,1.2953
2016-08-09,EUR,0.8853
2016-08-09,GBP,0.7486
2016-09-09,USD,1.0
2016-09-09,CAD,1.2957
2016-09-09,AUD,1.3166
2016-09-09,EUR,0.8875
2016-09-09,GBP,0.7504
2016-10-09,USD,1.0
2016-10-09,CAD,1.2957
2016-10-09,AUD,1.3166
2016-10-09,EUR,0.8875
2016-10-09,GBP,0.7504
2016-11-09,USD,1.0
2016-11-09,CAD,1.2957
2016-11-09,AUD,1.3166
2016-11-09,EUR,0.8875
2016-11-09,GBP,0.7504
2016-12-09,USD,1.0
2016-12-09,CAD,1.3114
2016-12-09,AUD,1.3299
2016-12-09,EUR,0.8908
2016-12-09,GBP,0.7525
2015-01-01,USD,1.0
2015-01-01,CAD,1.3109
2015-01-01,AUD,1.3282
2015-01-01,EUR,0.8891
2015-01-01,GBP,0.7536
2015-01-01,USD,1.0
2015-01-01,CAD,1.3192
2015-01-01,AUD,1.3391
2015-01-01,EUR,0.8914
2015-01-01,GBP,0.7584
2015-01-01,USD,1.0
2015-01-01,CAD,1.3178
2015-01-01,AUD,1.3361
2015-01-01,EUR,0.8886
2015-01-01,GBP,0.757
2015-01-01,USD,1.0
2015-01-01,CAD,1.3199
2015-01-01,AUD,1.3316
2015-01-01,EUR,0.8908
2015-01-01,GBP,0.759
2015-01-01,USD,1.0
2015-01-01,CAD,1.3199
2015-01-01,AUD,1.3316
2015-01-01,EUR,0.8908
2015-01-01,GBP,0.759
2015-01-01,USD,1.0
2015-01-01,CAD,1.3199
2015-01-01,AUD,1.3316
2015-01-01,EUR,0.8908
2015-01-01,GBP,0.759
2015-01-01,USD,1.0
2015-01-01,CAD,1.3152
2015-01-01,AUD,1.3249
2015-01-01,EUR,0.8957
2015-01-01,GBP,0.7658
2015-01-01,USD,1.0
2015-01-01,CAD,1.3226
2015-01-01,AUD,1.3244
2015-01-01,EUR,0.8941
2015-01-01,GBP,0.7709
2015-01-01,USD,1.0
2015-01-01,CAD,1.3142
2015-01-01,AUD,1.3152
2015-01-01,EUR,0.8969
2015-01-01,GBP,0.7685
2015-01-01,USD,1.0
2015-01-01,CAD,1.3012
2015-01-01,AUD,1.3057
2015-01-01,EUR,0.8898
2015-01-01,GBP,0.7646
2015-01-01,USD,1.0
2015-01-01,CAD,1.3042
2015-01-01,AUD,1.3095
2015-01-01,EUR,0.8917
2015-01-01,GBP,0.7708
2015-01-01,USD,1.0
2015-01-01,CAD,1.3042
2015-01-01,AUD,1.3095
2015-01-01,EUR,0.8917
2015-01-01,GBP,0.7708
2015-01-01,USD,1.0
2015-01-01,CAD,1.3042
2015-01-01,AUD,1.3095
2015-01-01,EUR,0.8917
2015-01-01,GBP,0.7708
2015-01-01,USD,1.0
2015-01-01,CAD,1.3164
2015-01-01,AUD,1.3098
2015-01-01,EUR,0.8879
2015-01-01,GBP,0.7733
2015-01-01,USD,1.0
2015-01-01,CAD,1.3256
2015-01-01,AUD,1.3067
2015-01-01,EUR,0.8913
2015-01-01,GBP,0.7702
2015-01-01,USD,1.0
2015-01-01,CAD,1.3211
2015-01-01,AUD,1.304
2015-01-01,EUR,0.8909
2015-01-01,GBP,0.768
2015-01-01,USD,1.0
2015-01-01,CAD,1.3085
2015-01-01,AUD,1.3049
2015-01-01,EUR,0.8912
2015-01-01,GBP,0.7676
2015-01-01,USD,1.0
2015-01-01,CAD,1.3162
2015-01-01,AUD,1.3132
2015-01-01,EUR,0.896
2015-01-01,GBP,0.7715
2016-01-10,USD,1.0
2016-01-10,CAD,1.3162
2016-01-10,AUD,1.3132
2016-01-10,EUR,0.896
2016-01-10,GBP,0.7715
2016-02-10,USD,1.0
2016-02-10,CAD,1.3162
2016-02-10,AUD,1.3132
2016-02-10,EUR,0.896
2016-02-10,GBP,0.7715
2016-03-10,USD,1.0
2016-03-10,CAD,1.3085
2016-03-10,AUD,1.3028
2016-03-10,EUR,0.89
2016-03-10,GBP,0.7771
2016-04-10,USD,1.0
2016-04-10,CAD,1.3168
2016-04-10,AUD,1.3049
2016-04-10,EUR,0.896
2016-04-10,GBP,0.7843
2016-05-10,USD,1.0
2016-05-10,CAD,1.3216
2016-05-10,AUD,1.3132
2016-05-10,EUR,0.892
2016-05-10,GBP,0.7863
2016-06-10,USD,1.0
2016-06-10,CAD,1.3204
2016-06-10,AUD,1.3198
2016-06-10,EUR,0.8941
2016-06-10,GBP,0.7897
2016-07-10,USD,1.0
2016-07-10,CAD,1.3271
2016-07-10,AUD,1.3192
2016-07-10,EUR,0.8977
2016-07-10,GBP,0.8111
2016-08-10,USD,1.0
2016-08-10,CAD,1.3271
2016-08-10,AUD,1.3192
2016-08-10,EUR,0.8977
2016-08-10,GBP,0.8111
2016-09-10,USD,1.0
2016-09-10,CAD,1.3271
2016-09-10,AUD,1.3192
2016-09-10,EUR,0.8977
2016-09-10,GBP,0.8111
2016-10-10,USD,1.0
2016-10-10,CAD,1.3253
2016-10-10,AUD,1.3163
2016-10-10,EUR,0.8961
2016-10-10,GBP,0.8071
2016-11-10,USD,1.0
2016-11-10,CAD,1.3226
2016-11-10,AUD,1.3249
2016-11-10,EUR,0.9026
2016-11-10,GBP,0.8145
2016-12-10,USD,1.0
2016-12-10,CAD,1.3247
2016-12-10,AUD,1.3206
2016-12-10,EUR,0.9074
2016-12-10,GBP,0.8166
2015-01-01,USD,1.0
2015-01-01,CAD,1.3245
2015-01-01,AUD,1.3231
2015-01-01,EUR,0.906
2015-01-01,GBP,0.8193
2015-01-01,USD,1.0
2015-01-01,CAD,1.3166
2015-01-01,AUD,1.3108
2015-01-01,EUR,0.9089
2015-01-01,GBP,0.8172
2015-01-01,USD,1.0
2015-01-01,CAD,1.3166
2015-01-01,AUD,1.3108
2015-01-01,EUR,0.9089
2015-01-01,GBP,0.8172
2015-01-01,USD,1.0
2015-01-01,CAD,1.3166
2015-01-01,AUD,1.3108
2015-01-01,EUR,0.9089
2015-01-01,GBP,0.8172
2015-01-01,USD,1.0
2015-01-01,CAD,1.3128
2015-01-01,AUD,1.3131
2015-01-01,EUR,0.9096
2015-01-01,GBP,0.823
2015-01-01,USD,1.0
2015-01-01,CAD,1.3083
2015-01-01,AUD,1.3037
2015-01-01,EUR,0.9097
2015-01-01,GBP,0.8147
2015-01-01,USD,1.0
2015-01-01,CAD,1.308
2015-01-01,AUD,1.3023
2015-01-01,EUR,0.9108
2015-01-01,GBP,0.8137
2015-01-01,USD,1.0
2015-01-01,CAD,1.3169
2015-01-01,AUD,1.3036
2015-01-01,EUR,0.9107
2015-01-01,GBP,0.8157
2015-01-01,USD,1.0
2015-01-01,CAD,1.3229
2015-01-01,AUD,1.3107
2015-01-01,EUR,0.9186
2015-01-01,GBP,0.8205
2015-01-01,USD,1.0
2015-01-01,CAD,1.3229
2015-01-01,AUD,1.3107
2015-01-01,EUR,0.9186
2015-01-01,GBP,0.8205
2015-01-01,USD,1.0
2015-01-01,CAD,1.3229
2015-01-01,AUD,1.3107
2015-01-01,EUR,0.9186
2015-01-01,GBP,0.8205
2015-01-01,USD,1.0
2015-01-01,CAD,1.3357
2015-01-01,AUD,1.3114
2015-01-01,EUR,0.9182
2015-01-01,GBP,0.8173
2015-01-01,USD,1.0
2015-01-01,CAD,1.3317
2015-01-01,AUD,1.3088
2015-01-01,EUR,0.9198
2015-01-01,GBP,0.8186
2015-01-01,USD,1.0
2015-01-01,CAD,1.3366
2015-01-01,AUD,1.3016
2015-01-01,EUR,0.9153
2015-01-01,GBP,0.8189
2015-01-01,USD,1.0
2015-01-01,CAD,1.3366
2015-01-01,AUD,1.3123
2015-01-01,EUR,0.9152
2015-01-01,GBP,0.8159
2015-01-01,USD,1.0
2015-01-01,CAD,1.3389
2015-01-01,AUD,1.3206
2015-01-01,EUR,0.9156
2015-01-01,GBP,0.8232
2015-01-01,USD,1.0
2015-01-01,CAD,1.3389
2015-01-01,AUD,1.3206
2015-01-01,EUR,0.9156
2015-01-01,GBP,0.8232
2015-01-01,USD,1.0
2015-01-01,CAD,1.3389
2015-01-01,AUD,1.3206
2015-01-01,EUR,0.9156
2015-01-01,GBP,0.8232
2015-01-01,USD,1.0
2015-01-01,CAD,1.3398
2015-01-01,AUD,1.3153
2015-01-01,EUR,0.9136
2015-01-01,GBP,0.8227
2016-01-11,USD,1.0
2016-01-11,CAD,1.3361
2016-01-11,AUD,1.3008
2016-01-11,EUR,0.907
2016-01-11,GBP,0.8179
2016-02-11,USD,1.0
2016-02-11,CAD,1.3375
2016-02-11,AUD,1.305
2016-02-11,EUR,0.9013
2016-02-11,GBP,0.8117
2016-03-11,USD,1.0
2016-03-11,CAD,1.3389
2016-03-11,AUD,1.3046
2016-03-11,EUR,0.9038
2016-03-11,GBP,0.8013
2016-04-11,USD,1.0
2016-04-11,CAD,1.3433
2016-04-11,AUD,1.3015
2016-04-11,EUR,0.9015
2016-04-11,GBP,0.8006
2016-05-11,USD,1.0
2016-05-11,CAD,1.3433
2016-05-11,AUD,1.3015
2016-05-11,EUR,0.9015
2016-05-11,GBP,0.8006
2016-06-11,USD,1.0
2016-06-11,CAD,1.3433
2016-06-11,AUD,1.3015
2016-06-11,EUR,0.9015
2016-06-11,GBP,0.8006
2016-07-11,USD,1.0
2016-07-11,CAD,1.3391
2016-07-11,AUD,1.3015
2016-07-11,EUR,0.904
2016-07-11,GBP,0.8049
2016-08-11,USD,1.0
2016-08-11,CAD,1.3368
2016-08-11,AUD,1.2984
2016-08-11,EUR,0.906
2016-08-11,GBP,0.8071
2016-09-11,USD,1.0
2016-09-11,CAD,1.3426
2016-09-11,AUD,1.3007
2016-09-11,EUR,0.9073
2016-09-11,GBP,0.8077
2016-10-11,USD,1.0
2016-10-11,CAD,1.3482
2016-10-11,AUD,1.3158
2016-10-11,EUR,0.9179
2016-10-11,GBP,0.8057
2016-11-11,USD,1.0
2016-11-11,CAD,1.3491
2016-11-11,AUD,1.3149
2016-11-11,EUR,0.9171
2016-11-11,GBP,0.7899
2016-12-11,USD,1.0
2016-12-11,CAD,1.3491
2016-12-11,AUD,1.3149
2016-12-11,EUR,0.9171
2016-12-11,GBP,0.7899
2015-01-01,USD,1.0
2015-01-01,CAD,1.3491
2015-01-01,AUD,1.3149
2015-01-01,EUR,0.9171
2015-01-01,GBP,0.7899
2015-01-01,USD,1.0
2015-01-01,CAD,1.3538
2015-01-01,AUD,1.3247
2015-01-01,EUR,0.9279
2015-01-01,GBP,0.7979
2015-01-01,USD,1.0
2015-01-01,CAD,1.3525
2015-01-01,AUD,1.3228
2015-01-01,EUR,0.9289
2015-01-01,GBP,0.8048
2015-01-01,USD,1.0
2015-01-01,CAD,1.3479
2015-01-01,AUD,1.3393
2015-01-01,EUR,0.9344
2015-01-01,GBP,0.8046
2015-01-01,USD,1.0
2015-01-01,CAD,1.3426
2015-01-01,AUD,1.3398
2015-01-01,EUR,0.9331
2015-01-01,GBP,0.803
2015-01-01,USD,1.0
2015-01-01,CAD,1.3515
2015-01-01,AUD,1.3525
2015-01-01,EUR,0.9408
2015-01-01,GBP,0.8112
2015-01-01,USD,1.0
2015-01-01,CAD,1.3515
2015-01-01,AUD,1.3525
2015-01-01,EUR,0.9408
2015-01-01,GBP,0.8112
2015-01-01,USD,1.0
2015-01-01,CAD,1.3515
2015-01-01,AUD,1.3525
2015-01-01,EUR,0.9408
2015-01-01,GBP,0.8112
2015-01-01,USD,1.0
2015-01-01,CAD,1.3459
2015-01-01,AUD,1.3568
2015-01-01,EUR,0.9406
2015-01-01,GBP,0.8064
2015-01-01,USD,1.0
2015-01-01,CAD,1.3403
2015-01-01,AUD,1.3518
2015-01-01,EUR,0.9419
2015-01-01,GBP,0.8046
2015-01-01,USD,1.0
2015-01-01,CAD,1.345
2015-01-01,AUD,1.3482
2015-01-01,EUR,0.9432
2015-01-01,GBP,0.8054
2015-01-01,USD,1.0
2015-01-01,CAD,1.3493
2015-01-01,AUD,1.3532
2015-01-01,EUR,0.948
2015-01-01,GBP,0.8039
2015-01-01,USD,1.0
2015-01-01,CAD,1.3491
2015-01-01,AUD,1.3435
2015-01-01,EUR,0.9441
2015-01-01,GBP,0.8042
2015-01-01,USD,1.0
2015-01-01,CAD,1.3491
2015-01-01,AUD,1.3435
2015-01-01,EUR,0.9441
2015-01-01,GBP,0.8042
2015-01-01,USD,1.0
2015-01-01,CAD,1.3491
2015-01-01,AUD,1.3435
2015-01-01,EUR,0.9441
2015-01-01,GBP,0.8042
2015-01-01,USD,1.0
2015-01-01,CAD,1.3451
2015-01-01,AUD,1.3406
2015-01-01,EUR,0.9445
2015-01-01,GBP,0.8057
2015-01-01,USD,1.0
2015-01-01,CAD,1.3457
2015-01-01,AUD,1.3436
2015-01-01,EUR,0.9455
2015-01-01,GBP,0.802
2015-01-01,USD,1.0
2015-01-01,CAD,1.3383
2015-01-01,AUD,1.3438
2015-01-01,EUR,0.9403
2015-01-01,GBP,0.8016
2016-01-12,USD,1.0
2016-01-12,CAD,1.34
2016-01-12,AUD,1.353
2016-01-12,EUR,0.941
2016-01-12,GBP,0.7914
2016-02-12,USD,1.0
2016-02-12,CAD,1.3303
2016-02-12,AUD,1.3468
2016-02-12,EUR,0.9397
2016-02-12,GBP,0.7922
2016-03-12,USD,1.0
2016-03-12,CAD,1.3303
2016-03-12,AUD,1.3468
2016-03-12,EUR,0.9397
2016-03-12,GBP,0.7922
2016-04-12,USD,1.0
2016-04-12,CAD,1.3303
2016-04-12,AUD,1.3468
2016-04-12,EUR,0.9397
2016-04-12,GBP,0.7922
2016-05-12,USD,1.0
2016-05-12,CAD,1.3306
2016-05-12,AUD,1.3447
2016-05-12,EUR,0.9344
2016-05-12,GBP,0.7865
2016-06-12,USD,1.0
2016-06-12,CAD,1.3268
2016-06-12,AUD,1.3411
2016-06-12,EUR,0.9316
2016-06-12,GBP,0.7845
2016-07-12,USD,1.0
2016-07-12,CAD,1.3273
2016-07-12,AUD,1.3428
2016-07-12,EUR,0.932
2016-07-12,GBP,0.7931
2016-08-12,USD,1.0
2016-08-12,CAD,1.3215
2016-08-12,AUD,1.3386
2016-08-12,EUR,0.9292
2016-08-12,GBP,0.7898
2016-09-12,USD,1.0
2016-09-12,CAD,1.3177
2016-09-12,AUD,1.3392
2016-09-12,EUR,0.9471
2016-09-12,GBP,0.7949
2016-10-12,USD,1.0
2016-10-12,CAD,1.3177
2016-10-12,AUD,1.3392
2016-10-12,EUR,0.9471
2016-10-12,GBP,0.7949
2016-11-12,USD,1.0
2016-11-12,CAD,1.3177
2016-11-12,AUD,1.3392
2016-11-12,EUR,0.9471
2016-11-12,GBP,0.7949
2016-12-12,USD,1.0
2016-12-12,CAD,1.3135
2016-12-12,AUD,1.3377
2016-12-12,EUR,0.9438
2016-12-12,GBP,0.7918
2015-01-01,USD,1.0
2015-01-01,CAD,1.3121
2015-01-01,AUD,1.3341
2015-01-01,EUR,0.9425
2015-01-01,GBP,0.7869
2015-01-01,USD,1.0
2015-01-01,CAD,1.3116
2015-01-01,AUD,1.3319
2015-01-01,EUR,0.9395
2015-01-01,GBP,0.7888
2015-01-01,USD,1.0
2015-01-01,CAD,1.3343
2015-01-01,AUD,1.3542
2015-01-01,EUR,0.9598
2015-01-01,GBP,0.8024
2015-01-01,USD,1.0
2015-01-01,CAD,1.3373
2015-01-01,AUD,1.364
2015-01-01,EUR,0.9579
2015-01-01,GBP,0.8036
2015-01-01,USD,1.0
2015-01-01,CAD,1.3373
2015-01-01,AUD,1.364
2015-01-01,EUR,0.9579
2015-01-01,GBP,0.8036
2015-01-01,USD,1.0
2015-01-01,CAD,1.3373
2015-01-01,AUD,1.364
2015-01-01,EUR,0.9579
2015-01-01,GBP,0.8036
2015-01-01,USD,1.0
2015-01-01,CAD,1.3382
2015-01-01,AUD,1.377
2015-01-01,EUR,0.9595
2015-01-01,GBP,0.8073
2015-01-01,USD,1.0
2015-01-01,CAD,1.3408
2015-01-01,AUD,1.3817
2015-01-01,EUR,0.9649
2015-01-01,GBP,0.8103
2015-01-01,USD,1.0
2015-01-01,CAD,1.3369
2015-01-01,AUD,1.3763
2015-01-01,EUR,0.9596
2015-01-01,GBP,0.8084
2015-01-01,USD,1.0
2015-01-01,CAD,1.3468
2015-01-01,AUD,1.3855
2015-01-01,EUR,0.9575
2015-01-01,GBP,0.8105
2015-01-01,USD,1.0
2015-01-01,CAD,1.3514
2015-01-01,AUD,1.3944
2015-01-01,EUR,0.9573
2015-01-01,GBP,0.8164
2015-01-01,USD,1.0
2015-01-01,CAD,1.3514
2015-01-01,AUD,1.3944
2015-01-01,EUR,0.9573
2015-01-01,GBP,0.8164
2015-01-01,USD,1.0
2015-01-01,CAD,1.3514
2015-01-01,AUD,1.3944
2015-01-01,EUR,0.9573
2015-01-01,GBP,0.8164
2015-01-01,USD,1.0
2015-01-01,CAD,1.3514
2015-01-01,AUD,1.3944
2015-01-01,EUR,0.9573
2015-01-01,GBP,0.8164
2015-01-01,USD,1.0
2015-01-01,CAD,1.3534
2015-01-01,AUD,1.3913
2015-01-01,EUR,0.9574
2015-01-01,GBP,0.8167
2015-01-01,USD,1.0
2015-01-01,CAD,1.3575
2015-01-01,AUD,1.3933
2015-01-01,EUR,0.9614
2015-01-01,GBP,0.8185
2015-01-01,USD,1.0
2015-01-01,CAD,1.3541
2015-01-01,AUD,1.3876
2015-01-01,EUR,0.9567
2015-01-01,GBP,0.816
2015-01-01,USD,1.0
2015-01-01,CAD,1.346
2015-01-01,AUD,1.3847
2015-01-01,EUR,0.9487
2015-01-01,GBP,0.8122
2015-01-01,USD,1.0
2015-01-01,CAD,1.346
2015-01-01,AUD,1.3847
2015-01-01,EUR,0.9487
2015-01-01,GBP,0.8122
2017-01-01,USD,1.0
2017-01-01,CAD,1.346
2017-01-01,AUD,1.3847
2017-01-01,EUR,0.9487
2017-01-01,GBP,0.8122
2017-02-01,USD,1.0
2017-02-01,CAD,1.3445
2017-02-01,AUD,1.3926
2017-02-01,EUR,0.9556
2017-02-01,GBP,0.8136
2017-03-01,USD,1.0
2017-03-01,CAD,1.3444
2017-03-01,AUD,1.3854
2017-03-01,EUR,0.9629
2017-03-01,GBP,0.8143
2017-04-01,USD,1.0
2017-04-01,CAD,1.3312
2017-04-01,AUD,1.3771
2017-04-01,EUR,0.9581
2017-04-01,GBP,0.8139
2017-05-01,USD,1.0
2017-05-01,CAD,1.33
2017-05-01,AUD,1.3714
2017-05-01,EUR,0.9523
2017-05-01,GBP,0.8136
2017-06-01,USD,1.0
2017-06-01,CAD,1.3258
2017-06-01,AUD,1.363
2017-06-01,EUR,0.9444
2017-06-01,GBP,0.8088
2017-07-01,USD,1.0
2017-07-01,CAD,1.3258
2017-07-01,AUD,1.363
